Sample,Molecular Weight,Fluorescence,
S1,10,108.25902221113103
S1,10.1,95.23633975743644
S1,10.199999999999999,83.669863694377923
S1,10.300000000000001,73.719875705339462
S1,10.4,65.001119892035632
S1,10.6,57.325549179174509
S1,10.699999999999999,50.583924041052114
S1,10.800000000000001,44.480477442137726
S1,10.9,38.992743491198553
S1,11.1,34.329450619265089
S1,11.199999999999999,30.723797414041297
S1,11.300000000000001,28.836072416878096
S1,11.4,30.123557284397279
S1,11.6,35.922281615759914
S1,11.699999999999999,45.5169655573672
S1,11.800000000000001,53.649693809589088
S1,12,55.614699915755658
S1,12.1,50.835237237724861
S1,12.199999999999999,42.218884824061966
S1,12.300000000000001,33.785379469291243
S1,12.5,28.515594545179116
S1,12.6,27.225006559545719
S1,12.800000000000001,28.694782279601853
S1,12.9,30.877054390087064
S1,13,32.123110314956229
S1,13.199999999999999,31.841225447946094
S1,13.300000000000001,30.11570564128905
S1,13.4,27.224673027065045
S1,13.6,23.551220926949227
S1,13.699999999999999,19.557948898678852
S1,13.9,15.804289593993291
S1,14,12.969152417264366
S1,14.1,11.840204937229316
S1,14.300000000000001,13.854868748463193
S1,14.4,19.194777088571975
S1,14.6,25.98537114210475
S1,14.699999999999999,32.922903814233976
S1,14.9,41.021058915832775
S1,15,53.280772681785294
S1,15.199999999999999,72.952375853745835
S1,15.300000000000001,101.34079980262067
S1,15.5,136.30992001727725
S1,15.6,172.78636885799489
S1,15.800000000000001,201.8702392079631
S1,15.9,215.11353879554594
S1,16.100000000000001,207.04872215335848
S1,16.199999999999999,178.19280432691227
S1,16.399999999999999,135.54069104041133
S1,16.600000000000001,89.83507510481185
S1,16.699999999999999,51.160409380007017
S1,16.899999999999999,24.996775206532305
S1,17,11.026363572358145
S1,17.199999999999999,5.4851203887526205
S1,17.399999999999999,3.5030174664283518
S1,17.5,3.1617448907301169
S1,17.699999999999999,3.5288826571780585
S1,17.800000000000001,4.0396572732743481
S1,18,4.3878269077395862
S1,18.199999999999999,4.4741811889580463
S1,18.300000000000001,4.2648546122839628
S1,18.5,3.5974214424730397
S1,18.699999999999999,2.5021122180644424
S1,18.800000000000001,1.4321835885539689
S1,19,1.0172624217343604
S1,19.199999999999999,1.4437655198919366
S1,19.300000000000001,2.086139244562343
S1,19.5,2.3138663404817548
S1,19.699999999999999,2.1053109953995621
S1,19.899999999999999,2.0558382080844515
S1,20,2.8672287697635803
S1,20.199999999999999,4.9403299657718183
S1,20.399999999999999,7.2089656520495478
S1,20.600000000000001,8.1358110076603776
S1,20.699999999999999,7.2525971160378333
S1,20.899999999999999,5.0595424948490022
S1,21.100000000000001,2.7850293232071879
S1,21.300000000000001,1.1930655747475187
S1,21.5,0.31205904659100536
S1,21.600000000000001,-0.34726214111315529
S1,21.800000000000001,-1.3482696062136774
S1,22,-2.8593695521270441
S1,22.199999999999999,-4.6165340405146242
S1,22.399999999999999,-6.3328765958991271
S1,22.600000000000001,-7.5671440098021741
S1,22.800000000000001,-8.0896628949515907
S1,22.899999999999999,-8.0190601331902585
S1,23.100000000000001,-7.3997563551666241
S1,23.300000000000001,-6.6990128904209225
S1,23.5,-6.278909630935372
S1,23.699999999999999,-6.4306206494788656
S1,23.899999999999999,-6.9988817619420214
